Namespace,Code,Interaction,Communication,Process,Effort,,,,,,,,,,,,,,,,,,,
NotificationManagerGeneralized,"    public void CancelAllScheduledNotificationGeneralized()
    {
#if UNITY_ANDROID
        AndroidNotificationCenter.CancelAllScheduledNotifications();
#endif
#if UNITY_IOS
        iOSNotificationCenter.RemoveAllScheduledNotifications();
#endif
        notificationGroup.ResetAllVariables();

        notHelper.ClearActiveNotificationTextFromDisk();
    }",0.00,0.00,6.00,0.50,,,,,,,,,,,,,,,,,,,
NotificationManagerGeneralized,"private bool IsUserGrantNotificationAcces()
{
    if (Permission.HasUserAuthorizedPermission(""android.permission.POST_NOTIFICATIONS""))
    {
        return true;
    }
    else
    {
        return false;
    }
}",0.00,0.00,2.00,0.10,,,,,,,,,,,,,,,,,,,
NotificationManagerGeneralized,"private void RequestPostNotificationPermission()
{
    if (!IsUserGrantNotificationAcces())
    {
        Permission.RequestUserPermission(""android.permission.POST_NOTIFICATIONS"");
    }
}",0.00,0.00,3.00,0.10,,,,,,,,,,,,,,,,,,,
NotificationManagerIOS,"public void ScheduleIosNotification(string title, string body, string subtitle, string smallIcon, string largeIcon, int seconds, bool isTimeStampVisible = true, bool ShouldAutoCancel = true)
{
    if (seconds < 1.0f) 
    {
        return;
    }
    var timeTrigger = new iOSNotificationTimeIntervalTrigger()
    {
        TimeInterval = new TimeSpan(0, 0, seconds),
        Repeats = false
    };

    var notification = new iOSNotification()
    {
        // You can specify a custom identifier which can be used to manage the notification later.
        // If you don't provide one, a unique string will be generated automatically.
        Title = title,
        Body = body,
        Subtitle = subtitle,
        ShowInForeground = false,
        ForegroundPresentationOption = (PresentationOption.Alert | PresentationOption.Sound),
        CategoryIdentifier = ""default_category"",
        ThreadIdentifier = ""default_thread"",
        Trigger = timeTrigger,
    };

    iOSNotificationCenter.ScheduleNotification(notification);
}",0.00,0.00,8.00,1.00,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"private void Awake()
{
    if (Instance == null)
    {
        Instance = this;
    }
    else if (Instance != this)
    {
        Destroy(gameObject);
    }
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"private void Start()
{
    guidedTutorialManager = GuidedTutorialManager.Instance;
    environmentManager = EnvironmentManager.Instance;
    rawResource = RawResource.Instance;
    seedResource = SeedResource.Instance;
    marketplace = Marketplace.Instance;
    buildingsManager = BuildingsManager.Instance;
    technologyManager = TechnologyManager.Instance;
    populationManager = Population.Instance;
    utilitiesManager = Utilities.Instance;

    LoadAssistantSettings();

    StartAllCheckCoroutines();
}",0.00,0.00,11.00,0.10,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"private void StartAllCheckCoroutines()
{
    StartCoroutine(CheckWaterWaste());
    StartCoroutine(CheckElectric());
    StartCoroutine(CheckWater());
    StartCoroutine(CheckSeedAndFood());
    StartCoroutine(CheckBp());
    StartCoroutine(CheckInventory());
    StartCoroutine(CheckFarmlandPlantAndHarvest());
    StartCoroutine(CheckTechIdle());
    StartCoroutine(CheckFireAndPolice());
    StartCoroutine(CheckPopulation());
}",0.00,0.00,20.00,0.10,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"private IEnumerator CheckInventory()
{
    var msg = ""Hey Leader, there are some items that you can use in your inventory, dont forget to use them!"";
    // initial delay
    yield return new WaitForSeconds(18.0f);

    var inventory = marketplace.premiumItemsHolder;

    while (true)
    {
        // wait if there are a message in the queue
        while (!guidedTutorialManager.IsAssistanMessageQueueEmpty())
        {
            yield return new WaitForSeconds(1.16f);
        }

        yield return new WaitForSeconds(4.66f * 60.0f);

        if (inventory.food > 1 || inventory.normalSeed > 1)
        {
            if (settings[""Inventory""] == 0)
            {
                AssistantMessage msgS = new AssistantMessage(AssistantMessageImportance.Suggestion, msg);
                guidedTutorialManager.AddMessageToTheQueue(msgS);
            }
        }
    }
}",0.00,0.00,12.00,1.00,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"public void SaveAssistantSettings()
{
    var jsonStr = JsonConvert.SerializeObject(settings);
    System.IO.File.WriteAllText(Application.persistentDataPath + ""/assistantSettings.json"", jsonStr, encoding: Encoding.UTF8);
}",0.00,0.00,4.00,0.50,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"public void LoadAssistantSettings()
{
    if (!System.IO.File.Exists(Application.persistentDataPath + ""/assistantSettings.json""))
    {
        settings = new Dictionary<string, int>
    {
        { ""WaterWaste"", 0 },
        { ""Electric"", 0 },
        { ""Water"", 0 },
        { ""SeedAndFood"", 0 },
        { ""Bp"", 0 },
        { ""Inventory"", 0 },
        { ""FarmlandPlantAndHarvest"", 0 },
        { ""TechIdle"", 0 },
        { ""FireAndPolice"", 0 },
        { ""Population"", 0 }
    };
        return;
    }

    var text = System.IO.File.ReadAllText(Application.persistentDataPath + ""/assistantSettings.json"", encoding: Encoding.UTF8);
    settings = JsonConvert.DeserializeObject<Dictionary<string, int>>(text);
}",0.00,0.00,9.00,0.40,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"public void Change_WaterWaste_Setting(int value)
{
    // make changes
    settings[""WaterWaste""] = value;
    // change btn type
    switch (value)
    {
        case 0:
            assistantBtnHolderTransform_CheckWaterWaste.sprite = settings_ALL;
            break;
        case 1:
            assistantBtnHolderTransform_CheckWaterWaste.sprite = settings_FEW;
            break;
        case 2:
            assistantBtnHolderTransform_CheckWaterWaste.sprite = settings_OFF;
            break;
    }
    // save
    SaveAssistantSettings();
}",0.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"public void Change_Electric_Setting(int value)
{
    // make changes
    settings[""Electric""] = value;
    // change btn type
    switch (value)
    {
        case 0:
            assistantBtnHolderTransform_CheckElectric.sprite = settings_ALL;
            break;
        case 1:
            assistantBtnHolderTransform_CheckElectric.sprite = settings_FEW;
            break;
        case 2:
            assistantBtnHolderTransform_CheckElectric.sprite = settings_OFF;
            break;
    }
    // save
    SaveAssistantSettings();
}",0.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"public void Change_Water_Setting(int value)
{
    // make changes
    settings[""Water""] = value;
    // change btn type
    switch (value)
    {
        case 0:
            assistantBtnHolderTransform_CheckWater.sprite = settings_ALL;
            break;
        case 1:
            assistantBtnHolderTransform_CheckWater.sprite = settings_FEW;
            break;
        case 2:
            assistantBtnHolderTransform_CheckWater.sprite = settings_OFF;
            break;
    }
    // save
    SaveAssistantSettings();
}",0.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"public void Change_SeedAndFood_Setting(int value)
{
    // make changes
    settings[""SeedAndFood""] = value;
    // change btn type
    switch (value)
    {
        case 0:
            assistantBtnHolderTransform_CheckSeedAndFood.sprite = settings_ALL;
            break;
        case 1:
            assistantBtnHolderTransform_CheckSeedAndFood.sprite = settings_FEW;
            break;
        case 2:
            assistantBtnHolderTransform_CheckSeedAndFood.sprite = settings_OFF;
            break;
    }
    // save
    SaveAssistantSettings();
}",0.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"public void Change_Bp_Setting(int value)
{
    // make changes
    settings[""Bp""] = value;
    // change btn type
    switch (value)
    {
        case 0:
            assistantBtnHolderTransform_CheckBp.sprite = settings_ALL;
            break;
        case 1:
            assistantBtnHolderTransform_CheckBp.sprite = settings_FEW;
            break;
        case 2:
            assistantBtnHolderTransform_CheckBp.sprite = settings_OFF;
            break;
    }
    // save
    SaveAssistantSettings();
}",0.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"public void Change_Inventory_Setting(int value)
{
    // make changes
    settings[""Inventory""] = value;
    // change btn type
    switch (value)
    {
        case 0:
            assistantBtnHolderTransform_CheckInventory.sprite = settings_ALL;
            break;
        case 1:
            assistantBtnHolderTransform_CheckInventory.sprite = settings_FEW;
            break;
        case 2:
            assistantBtnHolderTransform_CheckInventory.sprite = settings_OFF;
            break;
    }
    // save
    SaveAssistantSettings();
}",0.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"public void Change_FarmlandPlantAndHarvest_Setting(int value)
{
    // make changes
    settings[""FarmlandPlantAndHarvest""] = value;
    // change btn type
    switch (value)
    {
        case 0:
            assistantBtnHolderTransform_CheckFarmlandPlantAndHarvest.sprite = settings_ALL;
            break;
        case 1:
            assistantBtnHolderTransform_CheckFarmlandPlantAndHarvest.sprite = settings_FEW;
            break;
        case 2:
            assistantBtnHolderTransform_CheckFarmlandPlantAndHarvest.sprite = settings_OFF;
            break;
    }
    // save
    SaveAssistantSettings();
}",0.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"public void Change_TechIdle_Setting(int value)
{
    // make changes
    settings[""TechIdle""] = value;
    // change btn type
    switch (value)
    {
        case 0:
            assistantBtnHolderTransform_CheckTechIdle.sprite = settings_ALL;
            break;
        case 1:
            assistantBtnHolderTransform_CheckTechIdle.sprite = settings_FEW;
            break;
        case 2:
            assistantBtnHolderTransform_CheckTechIdle.sprite = settings_OFF;
            break;
    }
    // save
    SaveAssistantSettings();
}",0.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"public void Change_FireAndPolice_Setting(int value)
{
    // make changes
    settings[""FireAndPolice""] = value;
    // change btn type
    switch (value)
    {
        case 0:
            assistantBtnHolderTransform_CheckFireAndPolice.sprite = settings_ALL;
            break;
        case 1:
            assistantBtnHolderTransform_CheckFireAndPolice.sprite = settings_FEW;
            break;
        case 2:
            assistantBtnHolderTransform_CheckFireAndPolice.sprite = settings_OFF;
            break;
    }
    // save
    SaveAssistantSettings();
}",0.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
AssistantCheckHelperManager,"public void Change_Population_Setting(int value)
{
    // make changes
    settings[""Population""] = value;
    // change btn type
    switch (value)
    {
        case 0:
            assistantBtnHolderTransform_CheckPopulation.sprite = settings_ALL;
            break;
        case 1:
            assistantBtnHolderTransform_CheckPopulation.sprite = settings_FEW;
            break;
        case 2:
            assistantBtnHolderTransform_CheckPopulation.sprite = settings_OFF;
            break;
    }
    // save
    SaveAssistantSettings();
}",0.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
AssistantLogManager,"private void Start()
{
    guidedTutorialManager = GuidedTutorialManager.Instance;

    assistantMessagesLogList = new List<DisplayAssistantMessage>();
    instantiated_assistantLogs = new List<Transform>();
}",0.00,0.00,3.00,0.01,,,,,,,,,,,,,,,,,,,
AssistantLogManager,"public void OnAssistantMesageDisplayToTheUser_AddToLogs(AssistantMessage msg)
{
    DisplayAssistantMessage newLog = new()
    {
        assistantMessageSlf = msg,
        msgShowDateTime = DateTime.Now,
    };
    assistantMessagesLogList.Add(newLog);

    // update log view if holder open on msg add
    if (isLogOpen)
    {
        RefreshLogView();
    }
}",0.00,0.00,7.00,0.60,,,,,,,,,,,,,,,,,,,
AssistantLogManager,"private void Only_OpenAssistantLog()
{
    isLogOpen = true;
    assistantLogHolder.gameObject.SetActive(true);
}",0.00,0.00,3.00,0.10,,,,,,,,,,,,,,,,,,,
AssistantLogManager,"public void CloseAssistantLog()
{
    isLogOpen = false;
    assistantLogHolder.gameObject.SetActive(false);
}",0.00,0.00,3.00,0.10,,,,,,,,,,,,,,,,,,,
BuildingVisualManager,"private void Awake()
{
    placedObject_Done = GetComponent<PlacedObject_Done>();
    buildingsManager = BuildingsManager.Instance;
    visual = placedObject_Done.buildingVisual;

}",0.00,0.00,4.00,0.03,,,,,,,,,,,,,,,,,,,
BuildingVisualManager,"public void ConstructionStartChangeCallback()
{
    //placedObject_Done.setBuildingVisual(Instantiate(transform_to_ins, placedObjectWorldPosition, Quaternion.Euler(0, tempPlacedObjectTypeSo.GetRotationAngle(tempPlacedObjectDir), 0), placedObject_Done.transform));

    localIsUnderConstruction = true;

    // get on building upgrade prefabs to init
    StartCoroutine(ShowChildWithFindOnUpgradeScript());
}",0.00,0.00,3.00,0.50,,,,,,,,,,,,,,,,,,,
BuildingVisualManager,"private IEnumerator ShowChildWithFindOnUpgradeScript()
{
    yield return new WaitForSeconds(0.2f);
    // get on building upgrade prefabs to init
    var upgradePrefabs = gameObject.GetComponentsInChildren<FindOnUpgrade>(includeInactive: true);

    if (upgradePrefabs != null && upgradePrefabs.Count() > 0)
    {
        foreach (var upgradePrefab in upgradePrefabs)
        {
            upgradePrefab.OnBuildingUpgradeStartShowSelf();
        }
    }
    yield return null;
}",0.00,0.00,8.00,0.40,,,,,,,,,,,,,,,,,,,
BuildingVisualManager,"private IEnumerator HideChildWithFindOnUpgradeScript()
{
    yield return new WaitForSeconds(0.2f);
    // get on building upgrade prefabs to init
    var upgradePrefabs = gameObject.GetComponentsInChildren<FindOnUpgrade>();

    if (upgradePrefabs != null && upgradePrefabs.Count() > 0)
    {
        foreach (var upgradePrefab in upgradePrefabs)
        {
            upgradePrefab.OnBuildingUpgradeEndHideSelf();
        }
    }
    yield return null;
}",0.00,0.00,8.00,0.40,,,,,,,,,,,,,,,,,,,
CameraTarget,"private void Start()
{
    gridBuildingSystem = GridBuildingSystem.Instance;
    farmlandGridBuildingSystem = FarmlandGridBuildingSystem.Instance;
    playerGameSettings = PlayerGameSettings.Instance;
    screenManager = ScreenManager.Instance;
    criminalEventsManager = CriminalEventsManager.Instance;
}",0.00,0.00,5.00,0.01,,,,,,,,,,,,,,,,,,,
CameraTarget,"private Vector3 GetWorldPosition(float z)
{
    Ray mousePos = cam.ScreenPointToRay(Input.mousePosition);
    Plane ground = new Plane(Vector3.down, new Vector3(0, 0, z));
    float distance;
    ground.Raycast(mousePos, out distance);
    return mousePos.GetPoint(distance);
}",0.00,0.00,6.00,1.50,,,,,,,,,,,,,,,,,,,
CameraTarget,"private Vector3 GetWorldPosition(Vector2 mousePos_t, float z)
{
    Ray mousePos = cam.ScreenPointToRay(mousePos_t);
    Plane ground = new Plane(Vector3.down, new Vector3(0, 0, z));
    float distance;
    ground.Raycast(mousePos, out distance);
    return mousePos.GetPoint(distance);
}",0.00,0.00,6.00,1.50,,,,,,,,,,,,,,,,,,,
CameraTarget,"void Zoom(float deltaMagnitudeDiff, float speed)
{
    // forward vector reversed
    var forwardDirectionReversed = -deltaMagnitudeDiff * speed;

    var tempVector = cam.transform.position;
    var correctAmountForCamAdd = tempVector + cam.transform.forward * forwardDirectionReversed;
    if (correctAmountForCamAdd.y < minCameraHeight) { return; }
    if (correctAmountForCamAdd.y > maxCameraHeight) { return; }

    // apply zoom in/out
    cam.transform.position += cam.transform.forward * forwardDirectionReversed;
    //cam.fieldOfView += deltaMagnitudeDiff * speed;
    // set min and max value of Clamp function upon your requirement
    //cam.fieldOfView = Mathf.Clamp(cam.fieldOfView, ZoomMinBound, ZoomMaxBound);

    // if go beyond boundaries 
    // fix position
    RePositionCameraWithRespectingBoundaries();
}",0.00,0.00,7.00,4.00,,,,,,,,,,,,,,,,,,,
CameraTarget,"void RotateCamX(float deltaMagnitude, float speed)
{
    var currRot = cam.transform.eulerAngles;
    var clamped = Mathf.Clamp(currRot.x + deltaMagnitude * speed, rotateXMinBound, rotateXMaxBound);
    cam.transform.eulerAngles = new Vector3(clamped, currRot.y, currRot.z);
}",0.00,0.00,4.00,2.00,,,,,,,,,,,,,,,,,,,
CameraTarget,"public void MoveCameraWithRespectingBoundaries(Vector3 direction)
{
    var checkCamPos = cam.transform.position + direction;

    if (screenManager.screen == ScreenManager.ScreenData.City)
    {
        // city bounds
        if (checkCamPos.x > upper_x || checkCamPos.z > upper_z || checkCamPos.x < lower_x || checkCamPos.z < lower_z)
        {
            return;
        }
    }
    else
    {
        // farm bounds
        if (checkCamPos.x > farmland_upper_x || checkCamPos.z > farmland_upper_z || checkCamPos.x < farmland_lower_x || checkCamPos.z < farmland_lower_z)
        {
            return;
        }
    }

    cam.transform.position = checkCamPos;
}",0.00,0.00,5.00,1.50,,,,,,,,,,,,,,,,,,,
CameraTarget,"private void RePositionCameraWithRespectingBoundaries()
{
    var camTemp = new Vector3(cam.transform.position.x, cam.transform.position.y, cam.transform.position.z);

    if (screenManager.screen == ScreenManager.ScreenData.City)
    {
        if (cam.transform.position.x > upper_x) { camTemp.x = upper_x; }
        if (cam.transform.position.x < lower_x) { camTemp.x = upper_x; }
        if (cam.transform.position.z > upper_z) { camTemp.z = upper_z; }
        if (cam.transform.position.z < lower_z) { camTemp.z = lower_z; }
    }
    else if (screenManager.screen == ScreenManager.ScreenData.Farmland)
    {
        if (cam.transform.position.x > farmland_upper_x) { camTemp.x = farmland_upper_x; }
        if (cam.transform.position.x < farmland_lower_x) { camTemp.x = farmland_lower_x; }
        if (cam.transform.position.z > farmland_upper_z) { camTemp.z = farmland_upper_z; }
        if (cam.transform.position.z < farmland_lower_z) { camTemp.z = farmland_lower_z; }
    }
    cam.transform.position = camTemp;

}",0.00,0.00,19.00,3.00,,,,,,,,,,,,,,,,,,,
ContinuosRoadDeletionManager,"private void Awake()
{
    if (Instance == null)
    {
        Instance = this;
    }
    else if (Instance != this)
    {
        Destroy(gameObject);
    }
}",0.00,0.00,4.00,0.01,,,,,,,,,,,,,,,,,,,
ContinuosRoadDeletionManager,"void Start()
{
    gridBuildingSystem = GridBuildingSystem.Instance;
    buildingsManager = BuildingsManager.Instance;
    grid = gridBuildingSystem.GetGrid();
}",0.00,0.00,3.00,0.01,,,,,,,,,,,,,,,,,,,
ContinuosRoadDeletionManager,"public void ActivateContinuousRoadDeletion()
{
    _isSelfActive = true;
    gameObject.SetActive(true);

    continuosRoadDeletionCanvasTransform.gameObject.SetActive(true);

    bottomSellectBuilding.CloseBuildingBar();
}",0.00,0.00,7.00,0.70,,,,,,,,,,,,,,,,,,,
ContinuosRoadDeletionManager,"public void DeActivateContinuousRoadDeletion()
{
    _isSelfActive = false;

    continuosRoadDeletionCanvasTransform.gameObject.SetActive(false);

    cameraTarget.SetCanCameraMove(true);

    gameObject.SetActive(false);
}",0.00,0.00,7.00,0.70,,,,,,,,,,,,,,,,,,,
CustomBilboard,"void Start()
{
    _mainCamera = Camera.main;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
CustomBilboard,"void OnEnable()
{
    if (!GetComponent<SpriteRenderer>().isVisible)
    {
        enabled = false;
    }
    else
    {
        enabled = true;
    }
}",0.00,0.00,4.00,0.10,,,,,,,,,,,,,,,,,,,
CustomBilboard,"void LateUpdate()
{
    if (enabled)
    {
        transform.forward = _mainCamera.transform.forward;
    }
}",0.00,0.00,2.00,0.10,,,,,,,,,,,,,,,,,,,
CustomBilboard,"void OnBecameVisible()
{
    enabled = true;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
CustomBilboard,"void OnBecameInvisible()
{
    enabled = false;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
ForceUserToSetNicknameManager,"void Start()
{
    playerAuthManager = PlayerAuthManager.Instance;
    displayError = DisplayError.Instance;
    guidedTutorialManager = GuidedTutorialManager.Instance;

    var _nickname = playerAuthManager.GetUserNickname();

    if (_nickname == null || _nickname == """")
    {
        // user does not have set a username
        // open holder

        nicknameHolder.gameObject.SetActive(true);

        // disable guided tutorial holder
        guided_tutorial_holder.gameObject.SetActive(false);
    }
}",0.00,0.00,9.00,1.00,,,,,,,,,,,,,,,,,,,
ForceUserToSetNicknameManager,"public void OnSetNickanameBtnClickWrapper()
{
    ActivateNicknameWhileResponseWaiting();
    Debug.Log(""SetNewNickname Start"");
    if (nickname_T.text.Length < 3)
    {
        Debug.Log(""SetNewNickname 2"");
        displayError.ShowError(""Nickname must be at least 3 characters long!"");
        DeActivateNicknameWhileResponseWaiting();
        return;
    }
    Debug.Log(""SetNewNickname 3"");
    StartCoroutine(SetNewNickname());
}",2.00,0.00,7.00,2.00,,,,,,,,,,,,,,,,,,,
ForceUserToSetNicknameManager,"public void OnNicknameTextChange()
{
    if (nickname_T.text.Length < 3)
    {
        if (!nickname_req_three_digit_long.gameObject.activeSelf)
        {
            nickname_req_three_digit_long.gameObject.SetActive(true);
        }
    }
    else
    {
        if (nickname_req_three_digit_long.gameObject.activeSelf)
        {
            nickname_req_three_digit_long.gameObject.SetActive(false);
        }
    }
}",2.00,0.00,7.00,0.50,,,,,,,,,,,,,,,,,,,
ForceUserToSetNicknameManager,"private void ActivateNicknameWhileResponseWaiting()
{
    loadingIndicator.gameObject.SetActive(true);
}",0.00,0.00,1.00,0.10,,,,,,,,,,,,,,,,,,,
ForceUserToSetNicknameManager,"private void DeActivateNicknameWhileResponseWaiting()
{
    loadingIndicator.gameObject.SetActive(false);
}",0.00,0.00,1.00,0.10,,,,,,,,,,,,,,,,,,,
GameSimulator,"void Start()
{
    // assign static referances
    utilities = Utilities.Instance;
    rawResource = RawResource.Instance;
    population = Population.Instance;
    technologyManager = TechnologyManager.Instance;
    buildingsManager = BuildingsManager.Instance;
    buildingInfo = BuildingInfo.Instance;
    seedResource = SeedResource.Instance;
    marketplace = Marketplace.Instance;
    groundEnvironmentManager = GroundEnvironmentManager.Instance;
    //fogManager = FogManager.Instance;
    environmentManager = EnvironmentManager.Instance;
    leaderboardManager = LeaderboardManager.Instance;
    gridBuildingSystem = GridBuildingSystem.Instance;

    saveManager = SaveManager.Instance;
    isolatedSimulator = IsolatedSimulator.Instance;
    playerAuthManager = PlayerAuthManager.Instance;
    postProcessGrayManager = PostProcessGrayManager.Instance;
    customTimeManager = CustomTimeManager.Instance;
    criminalEventsManager = CriminalEventsManager.Instance;
    guidedTutorialManager = GuidedTutorialManager.Instance;

    InitializeBuildingsThatCantBurnList();

    // try get already saved data from load manager (if exist)
    // init necessary info
    // start instant simulate

    placedObject_Dones = buildingsManager.GetBuildingsList();
    nextLevelCurrentlyResearching = technologyManager.nextLevelCurrentlyResearching;

    // and lastly start coroutine in game simulate
    //StartCoroutine(InGameSimulate());
}",0.00,0.00,23.00,0.20,,,,,,,,,,,,,,,,,,,
GameSimulator,"private void InitializeBuildingsThatCantBurnList()
{
    buildingsThatCantBurn.Add(""MAIN"");
    buildingsThatCantBurn.Add(""COALPOWERSTATION"");
    buildingsThatCantBurn.Add(""DIRTY_TYPE_1"");
    buildingsThatCantBurn.Add(""DIRTY_TYPE_2"");
    buildingsThatCantBurn.Add(""DIRTY_TYPE_3"");
    buildingsThatCantBurn.Add(""DIRTY_TYPE_4"");
    buildingsThatCantBurn.Add(""ELSTORAGE"");
    buildingsThatCantBurn.Add(""FIRESTATION"");
    buildingsThatCantBurn.Add(""NATURALPOWERSTATION"");
    buildingsThatCantBurn.Add(""ROAD"");
    buildingsThatCantBurn.Add(""SEWAGESYS"");
    buildingsThatCantBurn.Add(""SOLARPANEL"");
    buildingsThatCantBurn.Add(""WATERSTRG"");
    buildingsThatCantBurn.Add(""WATERSYS"");
    buildingsThatCantBurn.Add(""WINDTURBINE"");
}",0.00,0.00,17.00,0.20,,,,,,,,,,,,,,,,,,,
GameSimulator,"public void StartInstantSimulateOnLoadCallback(int tick)
{
    simulateThisSeconds = tick;
    InstantSimulate(INSTANT_SIMULATE_TICK_SECONDS);
    StartInGameCoroutine();
}",0.00,0.00,3.00,0.10,,,,,,,,,,,,,,,,,,,
GameSimulator,"public void StartInstantSimulateOnApplicationForeground(int tick)
{
    Debug.Log(""*** INVOKE StartInstantSimulateOnApplicationForeground ***"");
    simulateThisSeconds = tick;
    InstantSimulate(INSTANT_SIMULATE_FOREGROUND_TICK_SECONDS);
    Debug.Log(""*** END StartInstantSimulateOnApplicationForeground ***"");
}",0.00,0.00,4.00,0.10,,,,,,,,,,,,,,,,,,,
GameSimulator,"private void StartInGameCoroutine()
{
    StartCoroutine(InGameSimulate());
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
GameSimulator,"private void InstantSimulate(int tick = TICK_SECONDS)
{
    Debug.Log(""hours: "" + simulateThisSeconds / 3600.0f);
    Debug.Log(""tick: "" + tick);
    if (simulateThisSeconds < tick) { simulateThisSeconds = 0; AfterInstantSimulateEndCallback(); return; }
    while (simulateThisSeconds > tick)
    {
        // simulate here
        UtilitiesCapMainLoop();
        UtilitiesMainLoop(tick);

        ConsumeFoodMainLoop(tick);

        // we dont have fire in simulate
        CheckStartFireMainLoop(tick);

        BuildingUpgradeCheckFinishMainLoop(tick);

        PopulationMainLoop();

        CriminalEventMainLoop(tick);

        TechnologyUpgradeCheckFinishMainLoop(tick);

        RawResourcesProducersMainLoop(tick);

        MarketPlaceMainLoop(tick);

        simulateThisSeconds -= tick;
    }

    AfterInstantSimulateEndCallback();

    simulateThisSeconds = 0;
}",0.00,0.00,17.00,0.50,,,,,,,,,,,,,,,,,,,
GameSimulator,"private IEnumerator InGameSimulate()
{
    if (!isInGameSimulateIsRunning)
    {
        isInGameSimulateIsRunning = true;
        while (true)
        {
            if (simulateThisSeconds == 0)
            {
                // simulate here
                UtilitiesCapMainLoop();
                UtilitiesMainLoop();

                ConsumeFoodMainLoop();

                CheckStartFireMainLoop();

                BuildingUpgradeCheckFinishMainLoop();

                CriminalEventMainLoop();

                PopulationMainLoop();

                TechnologyUpgradeCheckFinishMainLoop();

                RawResourcesProducersMainLoop();

                MarketPlaceMainLoop();

                CheckAllPcldBuildingSelfForBadState();
            }

            yield return new WaitForSeconds(TICK_SECONDS);
        }
    }
}",0.00,0.00,14.00,0.50,,,,,,,,,,,,,,,,,,,
GameSimulator,"private void UtilitiesMainLoop(int tick = TICK_SECONDS)
{
    try
    {
        utilities.UtilsCalculatePUCUWrapper(tick);
        utilities.AllBoostDecreaseRemainingTime(tick);
        return;
    }
    catch (Exception ex)
    {
        Debug.LogException(ex);
        Debug.Log(""EXCEPTION"");
        if (isApiReportingEnabled)
        {
            OnExceptionDto dto = new(lastLocalSave: saveManager.GetLocalLastSave(), whereExceptionThrownScriptName: ""GameSimulator"", whereExceptionThrownFunctionName: ""UtilitiesMainLoop"", exceptionMessage: ex.Message);

            StartCoroutine(playerAuthManager.SaveExceptionToServer(dto));
            StartCoroutine(DisableApiExceptionReporting());
        }
    }
}",0.00,0.00,11.00,1.00,,,,,,,,,,,,,,,,,,,
GameSimulator,"private void DisableGameStartWaitingCanvas()
{
    UIForGameStartUntilEverythingLoadedScreenCanvasTransform.gameObject.SetActive(false);
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
GameSimulator,"private IEnumerator DisableApiExceptionReporting()
{
    yield return new WaitForSeconds(5);

    isApiReportingEnabled = false;
}",0.00,0.00,2.00,0.10,,,,,,,,,,,,,,,,,,,
GameSimulator,"public void StartFireInGameAtStartDelayed_public(PlacedObject_Done plcd)
{
    StartCoroutine(StartFireInGameAtStartDelayed(plcd));
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
GameSimulator,"private IEnumerator StartFireInGameAtStartDelayed(PlacedObject_Done plcd)
{
    yield return new WaitForSeconds(1.2f);

    // try find children with script findOnFire --> and enable them
    var visual = plcd.buildingVisual;
    if (visual != null)
    {
        var listOfFireTR = visual.gameObject.GetComponentsInChildren<FindOnFire>(includeInactive: true);
        if (listOfFireTR.Length < 1) Debug.Log(""no count fire found""); yield return null;

        foreach (var fireTR in listOfFireTR)
        {
            fireTR.gameObject.SetActive(true);
        }
    }
    else
    {
        Debug.Log(""no fire found"");
    }

}",0.00,0.00,9.00,0.50,,,,,,,,,,,,,,,,,,,
GameSimulator,"public void StartCRTNDestroyFirePrefabsDelayed(PlacedObject_Done plcd)
{
    StartCoroutine(DestroyFirePrefabsDelayed(plcd));
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
